"Step","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=180]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=61]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=220]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=350]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=60]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=265]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=430]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","LR[K=300]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLconv[R=500]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1 - metrics/mAP50(B)","YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"161","0.49205","0.49205","0.49205","0.49986","0.49986","0.49986","0.38661","0.38661","0.38661","0.47506","0.47506","0.47506","0.49223","0.49223","0.49223","0.40302","0.40302","0.40302","0.50978","0.50978","0.50978","0.49392","0.49392","0.49392","0.48727","0.48727","0.48727","0.4828","0.4828","0.4828","0.51894","0.51894","0.51894","0.51899","0.51899","0.51899","0.50279","0.50279","0.50279"
"162","0.50517","0.50517","0.50517","0.4899","0.4899","0.4899","0.3917","0.3917","0.3917","0.51454","0.51454","0.51454","0.48242","0.48242","0.48242","0.4164","0.4164","0.4164","0.47973","0.47973","0.47973","0.49242","0.49242","0.49242","0.48814","0.48814","0.48814","0.47318","0.47318","0.47318","0.52522","0.52522","0.52522","0.5169","0.5169","0.5169","0.52357","0.52357","0.52357"
"163","0.50634","0.50634","0.50634","0.50477","0.50477","0.50477","0.35773","0.35773","0.35773","0.49713","0.49713","0.49713","0.48623","0.48623","0.48623","0.37985","0.37985","0.37985","0.47453","0.47453","0.47453","0.51162","0.51162","0.51162","0.50403","0.50403","0.50403","0.49804","0.49804","0.49804","0.527","0.527","0.527","0.51459","0.51459","0.51459","0.50989","0.50989","0.50989"
"164","0.50214","0.50214","0.50214","0.51282","0.51282","0.51282","0.38698","0.38698","0.38698","0.48147","0.48147","0.48147","0.47556","0.47556","0.47556","0.39323","0.39323","0.39323","0.47029","0.47029","0.47029","0.47961","0.47961","0.47961","0.48572","0.48572","0.48572","0.51075","0.51075","0.51075","0.50749","0.50749","0.50749","0.53138","0.53138","0.53138","0.51582","0.51582","0.51582"
"165","0.50119","0.50119","0.50119","0.49098","0.49098","0.49098","0.3609","0.3609","0.3609","0.49793","0.49793","0.49793","0.49007","0.49007","0.49007","0.38646","0.38646","0.38646","0.46872","0.46872","0.46872","0.4918","0.4918","0.4918","0.48274","0.48274","0.48274","0.48727","0.48727","0.48727","0.52089","0.52089","0.52089","0.49832","0.49832","0.49832","0.50624","0.50624","0.50624"
"166","0.49753","0.49753","0.49753","0.48897","0.48897","0.48897","0.36052","0.36052","0.36052","0.50654","0.50654","0.50654","0.4817","0.4817","0.4817","0.38856","0.38856","0.38856","0.46324","0.46324","0.46324","0.49204","0.49204","0.49204","0.50171","0.50171","0.50171","0.49678","0.49678","0.49678","0.52512","0.52512","0.52512","0.4991","0.4991","0.4991","0.51373","0.51373","0.51373"
"167","0.49636","0.49636","0.49636","0.49495","0.49495","0.49495","0.38679","0.38679","0.38679","0.46725","0.46725","0.46725","0.49655","0.49655","0.49655","0.41974","0.41974","0.41974","0.50544","0.50544","0.50544","0.4896","0.4896","0.4896","0.49803","0.49803","0.49803","0.47978","0.47978","0.47978","0.5216","0.5216","0.5216","0.48974","0.48974","0.48974","0.5148","0.5148","0.5148"
"168","0.50353","0.50353","0.50353","0.4872","0.4872","0.4872","0.38614","0.38614","0.38614","0.51418","0.51418","0.51418","0.5015","0.5015","0.5015","0.38566","0.38566","0.38566","0.47628","0.47628","0.47628","0.52029","0.52029","0.52029","0.49155","0.49155","0.49155","0.49544","0.49544","0.49544","0.51987","0.51987","0.51987","0.52406","0.52406","0.52406","0.51293","0.51293","0.51293"
"169","0.50756","0.50756","0.50756","0.52618","0.52618","0.52618","0.38845","0.38845","0.38845","0.51204","0.51204","0.51204","0.48555","0.48555","0.48555","0.38978","0.38978","0.38978","0.47928","0.47928","0.47928","0.48896","0.48896","0.48896","0.51333","0.51333","0.51333","0.47808","0.47808","0.47808","0.51589","0.51589","0.51589","0.51498","0.51498","0.51498","0.51884","0.51884","0.51884"
"170","0.52153","0.52153","0.52153","0.50323","0.50323","0.50323","0.378","0.378","0.378","0.4966","0.4966","0.4966","0.48897","0.48897","0.48897","0.42033","0.42033","0.42033","0.46573","0.46573","0.46573","0.50222","0.50222","0.50222","0.50303","0.50303","0.50303","0.47426","0.47426","0.47426","0.51599","0.51599","0.51599","0.48384","0.48384","0.48384","0.51399","0.51399","0.51399"
"171","0.50455","0.50455","0.50455","0.50985","0.50985","0.50985","0.39717","0.39717","0.39717","0.49078","0.49078","0.49078","0.50519","0.50519","0.50519","0.39436","0.39436","0.39436","0.488","0.488","0.488","0.50958","0.50958","0.50958","0.49714","0.49714","0.49714","0.48111","0.48111","0.48111","0.52785","0.52785","0.52785","0.50555","0.50555","0.50555","0.50378","0.50378","0.50378"
"172","0.51546","0.51546","0.51546","0.51702","0.51702","0.51702","0.38945","0.38945","0.38945","0.49931","0.49931","0.49931","0.48069","0.48069","0.48069","0.41701","0.41701","0.41701","0.47367","0.47367","0.47367","0.50106","0.50106","0.50106","0.48209","0.48209","0.48209","0.52067","0.52067","0.52067","0.51929","0.51929","0.51929","0.50398","0.50398","0.50398","0.50019","0.50019","0.50019"
"173","0.50474","0.50474","0.50474","0.53181","0.53181","0.53181","0.40473","0.40473","0.40473","0.50535","0.50535","0.50535","0.48208","0.48208","0.48208","0.37985","0.37985","0.37985","0.46887","0.46887","0.46887","0.48711","0.48711","0.48711","0.50462","0.50462","0.50462","0.50493","0.50493","0.50493","0.52734","0.52734","0.52734","0.5039","0.5039","0.5039","0.5174","0.5174","0.5174"
"174","0.50119","0.50119","0.50119","0.51537","0.51537","0.51537","0.40421","0.40421","0.40421","0.49702","0.49702","0.49702","0.49399","0.49399","0.49399","0.3919","0.3919","0.3919","0.4714","0.4714","0.4714","0.50918","0.50918","0.50918","0.50229","0.50229","0.50229","0.51771","0.51771","0.51771","0.53214","0.53214","0.53214","0.52621","0.52621","0.52621","0.51765","0.51765","0.51765"
"175","0.50253","0.50253","0.50253","0.49397","0.49397","0.49397","0.38797","0.38797","0.38797","0.49205","0.49205","0.49205","0.49753","0.49753","0.49753","0.39723","0.39723","0.39723","0.4687","0.4687","0.4687","0.48631","0.48631","0.48631","0.49814","0.49814","0.49814","0.47844","0.47844","0.47844","0.52006","0.52006","0.52006","0.5202","0.5202","0.5202","0.52271","0.52271","0.52271"
"176","0.51391","0.51391","0.51391","0.49857","0.49857","0.49857","0.39202","0.39202","0.39202","0.50356","0.50356","0.50356","0.4947","0.4947","0.4947","0.38972","0.38972","0.38972","0.48314","0.48314","0.48314","0.50129","0.50129","0.50129","0.4868","0.4868","0.4868","0.47994","0.47994","0.47994","0.51353","0.51353","0.51353","0.51994","0.51994","0.51994","0.50405","0.50405","0.50405"
"177","0.50629","0.50629","0.50629","0.49773","0.49773","0.49773","0.39447","0.39447","0.39447","0.49023","0.49023","0.49023","0.49468","0.49468","0.49468","0.4231","0.4231","0.4231","0.47164","0.47164","0.47164","0.51902","0.51902","0.51902","0.47651","0.47651","0.47651","0.4779","0.4779","0.4779","0.51818","0.51818","0.51818","0.5052","0.5052","0.5052","0.51736","0.51736","0.51736"
"178","0.5047","0.5047","0.5047","0.49776","0.49776","0.49776","0.38789","0.38789","0.38789","0.49438","0.49438","0.49438","0.49372","0.49372","0.49372","0.39253","0.39253","0.39253","0.471","0.471","0.471","0.50325","0.50325","0.50325","0.47574","0.47574","0.47574","0.51474","0.51474","0.51474","0.51344","0.51344","0.51344","0.51632","0.51632","0.51632","0.51314","0.51314","0.51314"
"179","0.4912","0.4912","0.4912","0.52073","0.52073","0.52073","0.39047","0.39047","0.39047","0.48349","0.48349","0.48349","0.50578","0.50578","0.50578","0.38703","0.38703","0.38703","0.4856","0.4856","0.4856","0.50961","0.50961","0.50961","0.47971","0.47971","0.47971","0.50761","0.50761","0.50761","0.50642","0.50642","0.50642","0.52035","0.52035","0.52035","0.52002","0.52002","0.52002"
"180","0.48758","0.48758","0.48758","0.52365","0.52365","0.52365","0.39581","0.39581","0.39581","0.495","0.495","0.495","0.48547","0.48547","0.48547","0.38427","0.38427","0.38427","0.48435","0.48435","0.48435","0.50502","0.50502","0.50502","0.48195","0.48195","0.48195","0.47948","0.47948","0.47948","0.52159","0.52159","0.52159","0.5204","0.5204","0.5204","0.51013","0.51013","0.51013"
"181","0.48903","0.48903","0.48903","0.50706","0.50706","0.50706","0.38943","0.38943","0.38943","0.51103","0.51103","0.51103","0.49204","0.49204","0.49204","0.42275","0.42275","0.42275","0.46983","0.46983","0.46983","0.48866","0.48866","0.48866","0.50274","0.50274","0.50274","0.48058","0.48058","0.48058","0.51366","0.51366","0.51366","0.51585","0.51585","0.51585","0.51236","0.51236","0.51236"
"182","0.48645","0.48645","0.48645","0.49256","0.49256","0.49256","0.39563","0.39563","0.39563","0.49112","0.49112","0.49112","0.48881","0.48881","0.48881","0.40978","0.40978","0.40978","0.48202","0.48202","0.48202","0.49257","0.49257","0.49257","0.49594","0.49594","0.49594","0.48417","0.48417","0.48417","0.52087","0.52087","0.52087","0.52516","0.52516","0.52516","0.50336","0.50336","0.50336"
"183","0.48717","0.48717","0.48717","0.50422","0.50422","0.50422","0.41204","0.41204","0.41204","0.49869","0.49869","0.49869","0.49523","0.49523","0.49523","0.39714","0.39714","0.39714","0.46891","0.46891","0.46891","0.50421","0.50421","0.50421","0.49849","0.49849","0.49849","0.49696","0.49696","0.49696","0.51106","0.51106","0.51106","0.51796","0.51796","0.51796","0.50661","0.50661","0.50661"
"184","0.51631","0.51631","0.51631","0.49522","0.49522","0.49522","0.39214","0.39214","0.39214","0.50145","0.50145","0.50145","0.48542","0.48542","0.48542","0.37864","0.37864","0.37864","0.48392","0.48392","0.48392","0.50246","0.50246","0.50246","0.4971","0.4971","0.4971","0.48843","0.48843","0.48843","0.52074","0.52074","0.52074","0.52014","0.52014","0.52014","0.50937","0.50937","0.50937"
"185","0.51891","0.51891","0.51891","0.49161","0.49161","0.49161","0.3939","0.3939","0.3939","0.48692","0.48692","0.48692","0.48245","0.48245","0.48245","0.41908","0.41908","0.41908","0.47216","0.47216","0.47216","0.49415","0.49415","0.49415","0.49608","0.49608","0.49608","0.49523","0.49523","0.49523","0.52409","0.52409","0.52409","0.50959","0.50959","0.50959","0.51153","0.51153","0.51153"
"186","0.50934","0.50934","0.50934","0.49214","0.49214","0.49214","0.38213","0.38213","0.38213","0.48863","0.48863","0.48863","0.48214","0.48214","0.48214","0.41805","0.41805","0.41805","0.49656","0.49656","0.49656","0.50573","0.50573","0.50573","0.50069","0.50069","0.50069","0.49822","0.49822","0.49822","0.52233","0.52233","0.52233","0.51337","0.51337","0.51337","0.5145","0.5145","0.5145"
"187","0.51348","0.51348","0.51348","0.51512","0.51512","0.51512","0.37922","0.37922","0.37922","0.492","0.492","0.492","0.47847","0.47847","0.47847","0.4161","0.4161","0.4161","0.47713","0.47713","0.47713","0.50368","0.50368","0.50368","0.507","0.507","0.507","0.49056","0.49056","0.49056","0.52303","0.52303","0.52303","0.52433","0.52433","0.52433","0.50946","0.50946","0.50946"
"188","0.51093","0.51093","0.51093","0.49533","0.49533","0.49533","0.39184","0.39184","0.39184","0.49051","0.49051","0.49051","0.4803","0.4803","0.4803","0.41811","0.41811","0.41811","0.47843","0.47843","0.47843","0.50151","0.50151","0.50151","0.5096","0.5096","0.5096","0.47852","0.47852","0.47852","0.51792","0.51792","0.51792","0.5251","0.5251","0.5251","0.51187","0.51187","0.51187"
"189","0.51493","0.51493","0.51493","0.49883","0.49883","0.49883","0.38854","0.38854","0.38854","0.49771","0.49771","0.49771","0.4967","0.4967","0.4967","0.41419","0.41419","0.41419","0.48101","0.48101","0.48101","0.50267","0.50267","0.50267","0.49695","0.49695","0.49695","0.5272","0.5272","0.5272","0.52535","0.52535","0.52535","0.52195","0.52195","0.52195","0.51541","0.51541","0.51541"
"190","0.51674","0.51674","0.51674","0.4858","0.4858","0.4858","0.41446","0.41446","0.41446","0.50281","0.50281","0.50281","0.47111","0.47111","0.47111","0.42347","0.42347","0.42347","0.48465","0.48465","0.48465","0.48389","0.48389","0.48389","0.48278","0.48278","0.48278","0.49042","0.49042","0.49042","0.51926","0.51926","0.51926","0.52369","0.52369","0.52369","0.50738","0.50738","0.50738"
"191","0.51107","0.51107","0.51107","0.49214","0.49214","0.49214","0.39359","0.39359","0.39359","0.49234","0.49234","0.49234","0.48729","0.48729","0.48729","0.4273","0.4273","0.4273","0.47131","0.47131","0.47131","0.48778","0.48778","0.48778","0.48095","0.48095","0.48095","0.48142","0.48142","0.48142","0.52178","0.52178","0.52178","0.51416","0.51416","0.51416","0.51665","0.51665","0.51665"
"192","0.50908","0.50908","0.50908","0.52706","0.52706","0.52706","0.39976","0.39976","0.39976","0.50841","0.50841","0.50841","0.50197","0.50197","0.50197","0.39561","0.39561","0.39561","0.47509","0.47509","0.47509","0.51548","0.51548","0.51548","0.50015","0.50015","0.50015","0.51578","0.51578","0.51578","0.52748","0.52748","0.52748","0.52229","0.52229","0.52229","0.5198","0.5198","0.5198"
"193","0.51201","0.51201","0.51201","0.51635","0.51635","0.51635","0.38641","0.38641","0.38641","0.5225","0.5225","0.5225","0.51009","0.51009","0.51009","0.41883","0.41883","0.41883","0.48534","0.48534","0.48534","0.50562","0.50562","0.50562","0.51717","0.51717","0.51717","0.51646","0.51646","0.51646","0.52165","0.52165","0.52165","0.52207","0.52207","0.52207","0.51904","0.51904","0.51904"
"194","0.51339","0.51339","0.51339","0.509","0.509","0.509","0.39034","0.39034","0.39034","0.51394","0.51394","0.51394","0.5034","0.5034","0.5034","0.42551","0.42551","0.42551","0.48125","0.48125","0.48125","0.4998","0.4998","0.4998","0.48511","0.48511","0.48511","0.48621","0.48621","0.48621","0.53107","0.53107","0.53107","0.51617","0.51617","0.51617","0.52053","0.52053","0.52053"
"195","0.50109","0.50109","0.50109","0.4905","0.4905","0.4905","0.39154","0.39154","0.39154","0.4968","0.4968","0.4968","0.48717","0.48717","0.48717","0.42914","0.42914","0.42914","0.49387","0.49387","0.49387","0.48857","0.48857","0.48857","0.48757","0.48757","0.48757","0.48384","0.48384","0.48384","0.52174","0.52174","0.52174","0.52911","0.52911","0.52911","0.5189","0.5189","0.5189"
"196","0.5016","0.5016","0.5016","0.50304","0.50304","0.50304","0.39159","0.39159","0.39159","0.5106","0.5106","0.5106","0.51226","0.51226","0.51226","0.39146","0.39146","0.39146","0.48026","0.48026","0.48026","0.50962","0.50962","0.50962","0.50006","0.50006","0.50006","0.49147","0.49147","0.49147","0.51332","0.51332","0.51332","0.53111","0.53111","0.53111","0.51512","0.51512","0.51512"
"197","0.51192","0.51192","0.51192","0.50934","0.50934","0.50934","0.39133","0.39133","0.39133","0.50624","0.50624","0.50624","0.49706","0.49706","0.49706","0.42064","0.42064","0.42064","0.47518","0.47518","0.47518","0.49846","0.49846","0.49846","0.50176","0.50176","0.50176","0.48713","0.48713","0.48713","0.50716","0.50716","0.50716","0.51973","0.51973","0.51973","0.509","0.509","0.509"
"198","0.52107","0.52107","0.52107","0.51689","0.51689","0.51689","0.38453","0.38453","0.38453","0.51108","0.51108","0.51108","0.51301","0.51301","0.51301","0.42176","0.42176","0.42176","0.48958","0.48958","0.48958","0.51149","0.51149","0.51149","0.49155","0.49155","0.49155","0.48355","0.48355","0.48355","0.51785","0.51785","0.51785","0.5256","0.5256","0.5256","0.51945","0.51945","0.51945"
"199","0.51607","0.51607","0.51607","0.52166","0.52166","0.52166","0.35511","0.35511","0.35511","0.50602","0.50602","0.50602","0.51117","0.51117","0.51117","0.42776","0.42776","0.42776","0.46349","0.46349","0.46349","0.50588","0.50588","0.50588","0.50212","0.50212","0.50212","0.49885","0.49885","0.49885","0.48424","0.48424","0.48424","0.52421","0.52421","0.52421","0.51491","0.51491","0.51491"
"200","0.51488","0.51488","0.51488","0.50555","0.50555","0.50555","0.36087","0.36087","0.36087","0.51146","0.51146","0.51146","0.51257","0.51257","0.51257","0.43122","0.43122","0.43122","0.49167","0.49167","0.49167","0.50631","0.50631","0.50631","0.50673","0.50673","0.50673","0.50726","0.50726","0.50726","0.52859","0.52859","0.52859","0.52974","0.52974","0.52974","0.51818","0.51818","0.51818"
"201","0.51376","0.51376","0.51376","0.5058","0.5058","0.5058","0.38296","0.38296","0.38296","0.5085","0.5085","0.5085","0.53075","0.53075","0.53075","0.41814","0.41814","0.41814","0.49795","0.49795","0.49795","0.49746","0.49746","0.49746","0.50937","0.50937","0.50937","0.48483","0.48483","0.48483","0.52262","0.52262","0.52262","0.52129","0.52129","0.52129","0.52382","0.52382","0.52382"
"202","0.50352","0.50352","0.50352","0.51261","0.51261","0.51261","0.37763","0.37763","0.37763","0.50031","0.50031","0.50031","0.52905","0.52905","0.52905","0.42549","0.42549","0.42549","0.4931","0.4931","0.4931","0.49623","0.49623","0.49623","0.50212","0.50212","0.50212","0.49087","0.49087","0.49087","0.52806","0.52806","0.52806","0.51504","0.51504","0.51504","0.5131","0.5131","0.5131"
"203","0.50488","0.50488","0.50488","0.51623","0.51623","0.51623","0.38609","0.38609","0.38609","0.51661","0.51661","0.51661","0.52031","0.52031","0.52031","0.41746","0.41746","0.41746","0.47248","0.47248","0.47248","0.51697","0.51697","0.51697","0.50327","0.50327","0.50327","0.5211","0.5211","0.5211","0.5098","0.5098","0.5098","0.5269","0.5269","0.5269","0.50726","0.50726","0.50726"
"204","0.51309","0.51309","0.51309","0.49124","0.49124","0.49124","0.38254","0.38254","0.38254","0.50794","0.50794","0.50794","0.50829","0.50829","0.50829","0.43235","0.43235","0.43235","0.46601","0.46601","0.46601","0.49577","0.49577","0.49577","0.50607","0.50607","0.50607","0.4876","0.4876","0.4876","0.51424","0.51424","0.51424","0.5269","0.5269","0.5269","0.5127","0.5127","0.5127"
"205","0.50337","0.50337","0.50337","0.50557","0.50557","0.50557","0.38887","0.38887","0.38887","0.49145","0.49145","0.49145","0.51001","0.51001","0.51001","0.42247","0.42247","0.42247","0.49422","0.49422","0.49422","0.51782","0.51782","0.51782","0.4981","0.4981","0.4981","0.49017","0.49017","0.49017","0.51021","0.51021","0.51021","0.52782","0.52782","0.52782","0.51246","0.51246","0.51246"
"206","0.50371","0.50371","0.50371","0.49972","0.49972","0.49972","0.37273","0.37273","0.37273","0.50237","0.50237","0.50237","0.52184","0.52184","0.52184","0.38806","0.38806","0.38806","0.48256","0.48256","0.48256","0.51889","0.51889","0.51889","0.51789","0.51789","0.51789","0.50117","0.50117","0.50117","0.52783","0.52783","0.52783","0.52517","0.52517","0.52517","0.52448","0.52448","0.52448"
"207","0.50832","0.50832","0.50832","0.52678","0.52678","0.52678","0.3944","0.3944","0.3944","0.50792","0.50792","0.50792","0.50955","0.50955","0.50955","0.42924","0.42924","0.42924","0.48581","0.48581","0.48581","0.51712","0.51712","0.51712","0.5076","0.5076","0.5076","0.50158","0.50158","0.50158","0.49748","0.49748","0.49748","0.52269","0.52269","0.52269","0.52269","0.52269","0.52269"
"208","0.4988","0.4988","0.4988","0.49811","0.49811","0.49811","0.39519","0.39519","0.39519","0.50073","0.50073","0.50073","0.51138","0.51138","0.51138","0.44151","0.44151","0.44151","0.49265","0.49265","0.49265","0.51726","0.51726","0.51726","0.50387","0.50387","0.50387","0.50318","0.50318","0.50318","0.50311","0.50311","0.50311","0.52147","0.52147","0.52147","0.52067","0.52067","0.52067"
"209","0.51711","0.51711","0.51711","0.50977","0.50977","0.50977","0.35817","0.35817","0.35817","0.50612","0.50612","0.50612","0.51802","0.51802","0.51802","0.42297","0.42297","0.42297","0.49594","0.49594","0.49594","0.52013","0.52013","0.52013","0.50847","0.50847","0.50847","0.51583","0.51583","0.51583","0.5113","0.5113","0.5113","0.52335","0.52335","0.52335","0.52715","0.52715","0.52715"
"210","0.51684","0.51684","0.51684","0.50098","0.50098","0.50098","0.39444","0.39444","0.39444","0.49956","0.49956","0.49956","0.49704","0.49704","0.49704","0.4255","0.4255","0.4255","0.47702","0.47702","0.47702","0.49887","0.49887","0.49887","0.50694","0.50694","0.50694","0.4988","0.4988","0.4988","0.52323","0.52323","0.52323","0.53159","0.53159","0.53159","0.51741","0.51741","0.51741"
"211","0.51437","0.51437","0.51437","0.49034","0.49034","0.49034","0.42024","0.42024","0.42024","0.50061","0.50061","0.50061","0.49964","0.49964","0.49964","0.43526","0.43526","0.43526","0.48297","0.48297","0.48297","0.48805","0.48805","0.48805","0.50734","0.50734","0.50734","0.49147","0.49147","0.49147","0.51675","0.51675","0.51675","0.52447","0.52447","0.52447","0.52774","0.52774","0.52774"
"212","0.50495","0.50495","0.50495","0.49618","0.49618","0.49618","0.39847","0.39847","0.39847","0.51947","0.51947","0.51947","0.48887","0.48887","0.48887","0.43471","0.43471","0.43471","0.47663","0.47663","0.47663","0.47892","0.47892","0.47892","0.49958","0.49958","0.49958","0.49895","0.49895","0.49895","0.51216","0.51216","0.51216","0.52698","0.52698","0.52698","0.52762","0.52762","0.52762"
"213","0.51342","0.51342","0.51342","0.48636","0.48636","0.48636","0.40933","0.40933","0.40933","0.5175","0.5175","0.5175","0.48619","0.48619","0.48619","0.44132","0.44132","0.44132","0.48009","0.48009","0.48009","0.48358","0.48358","0.48358","0.50213","0.50213","0.50213","0.53065","0.53065","0.53065","0.51086","0.51086","0.51086","0.52756","0.52756","0.52756","0.52246","0.52246","0.52246"
"214","0.50474","0.50474","0.50474","0.49727","0.49727","0.49727","0.39292","0.39292","0.39292","0.51137","0.51137","0.51137","0.49428","0.49428","0.49428","0.44371","0.44371","0.44371","0.48953","0.48953","0.48953","0.50226","0.50226","0.50226","0.48345","0.48345","0.48345","0.50542","0.50542","0.50542","0.51887","0.51887","0.51887","0.52357","0.52357","0.52357","0.51619","0.51619","0.51619"
"215","0.51197","0.51197","0.51197","0.51","0.51","0.51","0.43828","0.43828","0.43828","0.50527","0.50527","0.50527","0.51197","0.51197","0.51197","0.44021","0.44021","0.44021","0.49796","0.49796","0.49796","0.49432","0.49432","0.49432","0.51078","0.51078","0.51078","0.49448","0.49448","0.49448","0.52699","0.52699","0.52699","0.52667","0.52667","0.52667","0.51622","0.51622","0.51622"
"216","0.49938","0.49938","0.49938","0.51386","0.51386","0.51386","0.39411","0.39411","0.39411","0.50559","0.50559","0.50559","0.50579","0.50579","0.50579","0.44077","0.44077","0.44077","0.5093575966093983","0.5093575966093983","0.5093575966093983","0.50413","0.50413","0.50413","0.51248","0.51248","0.51248","0.4985","0.4985","0.4985","0.51537","0.51537","0.51537","0.52501","0.52501","0.52501","0.51805","0.51805","0.51805"
"217","0.5028","0.5028","0.5028","0.52218","0.52218","0.52218","0.42864","0.42864","0.42864","0.51045","0.51045","0.51045","0.51007","0.51007","0.51007","0.43026","0.43026","0.43026","","","","0.5045","0.5045","0.5045","0.50407","0.50407","0.50407","0.50259","0.50259","0.50259","0.50218","0.50218","0.50218","0.53518","0.53518","0.53518","0.52366","0.52366","0.52366"
"218","0.496","0.496","0.496","0.52386","0.52386","0.52386","0.3909","0.3909","0.3909","0.50506","0.50506","0.50506","0.51584","0.51584","0.51584","0.47148","0.47148","0.47148","","","","0.50195","0.50195","0.50195","0.50795","0.50795","0.50795","0.49841","0.49841","0.49841","0.50501","0.50501","0.50501","0.53252","0.53252","0.53252","0.52207","0.52207","0.52207"
"219","0.50116","0.50116","0.50116","0.52514","0.52514","0.52514","0.39948","0.39948","0.39948","0.5149","0.5149","0.5149","0.52192","0.52192","0.52192","0.42778","0.42778","0.42778","","","","0.50379","0.50379","0.50379","0.503","0.503","0.503","0.49763","0.49763","0.49763","0.51242","0.51242","0.51242","0.53112","0.53112","0.53112","0.52064","0.52064","0.52064"
"220","0.51481","0.51481","0.51481","0.52081","0.52081","0.52081","0.39451","0.39451","0.39451","0.51591","0.51591","0.51591","0.52154","0.52154","0.52154","0.43227","0.43227","0.43227","","","","0.51318","0.51318","0.51318","0.51351","0.51351","0.51351","0.51653","0.51653","0.51653","0.52211","0.52211","0.52211","0.52685","0.52685","0.52685","0.51668","0.51668","0.51668"
"221","0.51192","0.51192","0.51192","0.51063","0.51063","0.51063","0.39205","0.39205","0.39205","0.5036","0.5036","0.5036","0.5075","0.5075","0.5075","0.43005","0.43005","0.43005","","","","0.50829","0.50829","0.50829","0.50314","0.50314","0.50314","0.50188","0.50188","0.50188","0.52685","0.52685","0.52685","0.53558","0.53558","0.53558","0.51512","0.51512","0.51512"
"222","0.49867","0.49867","0.49867","0.50784","0.50784","0.50784","0.38644","0.38644","0.38644","0.50051","0.50051","0.50051","0.50035","0.50035","0.50035","0.43893","0.43893","0.43893","","","","0.51123","0.51123","0.51123","0.51303","0.51303","0.51303","0.49291","0.49291","0.49291","0.5195","0.5195","0.5195","0.52922","0.52922","0.52922","0.51698","0.51698","0.51698"
"223","0.50544","0.50544","0.50544","0.50838","0.50838","0.50838","0.3907","0.3907","0.3907","0.51944","0.51944","0.51944","0.50773","0.50773","0.50773","0.44285","0.44285","0.44285","","","","0.50299","0.50299","0.50299","0.5046","0.5046","0.5046","0.49501","0.49501","0.49501","0.51943","0.51943","0.51943","0.52801","0.52801","0.52801","0.52007","0.52007","0.52007"
