"Step","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=180]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=61]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=220]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=350]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=60]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=265]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=430]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","LR[K=300]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MLconv[R=500]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1-23 - metrics/mAP50(B)","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1-23 - metrics/mAP50(B)__MAX"
"168","0.47853","0.47853","0.47853","0.47566","0.47566","0.47566","0.32521","0.32521","0.32521","0.46028","0.46028","0.46028","0.44986","0.44986","0.44986","0.29258","0.29258","0.29258","0.48184","0.48184","0.48184","0.46888","0.46888","0.46888","0.48246","0.48246","0.48246","0.46657","0.46657","0.46657","0.46093","0.46093","0.46093","0.48498","0.48498","0.48498","0.47107","0.47107","0.47107"
"169","0.47969","0.47969","0.47969","0.48473","0.48473","0.48473","0.35523","0.35523","0.35523","0.45876","0.45876","0.45876","0.46408","0.46408","0.46408","0.35698","0.35698","0.35698","0.47445","0.47445","0.47445","0.47144","0.47144","0.47144","0.46908","0.46908","0.46908","0.47327","0.47327","0.47327","0.48827","0.48827","0.48827","0.4864","0.4864","0.4864","0.47231","0.47231","0.47231"
"170","0.48034","0.48034","0.48034","0.48165","0.48165","0.48165","0.297","0.297","0.297","0.46771","0.46771","0.46771","0.44985","0.44985","0.44985","0.32609","0.32609","0.32609","0.46522","0.46522","0.46522","0.47162","0.47162","0.47162","0.45666","0.45666","0.45666","0.46801","0.46801","0.46801","0.48368","0.48368","0.48368","0.48602","0.48602","0.48602","0.48933","0.48933","0.48933"
"171","0.46125","0.46125","0.46125","0.48018","0.48018","0.48018","0.35278","0.35278","0.35278","0.45853","0.45853","0.45853","0.4551","0.4551","0.4551","0.32981","0.32981","0.32981","0.46263","0.46263","0.46263","0.43888","0.43888","0.43888","0.46878","0.46878","0.46878","0.48426","0.48426","0.48426","0.46864","0.46864","0.46864","0.47871","0.47871","0.47871","0.47519","0.47519","0.47519"
"172","0.47924","0.47924","0.47924","0.47019","0.47019","0.47019","0.35776","0.35776","0.35776","0.46373","0.46373","0.46373","0.46963","0.46963","0.46963","0.2901","0.2901","0.2901","0.47414","0.47414","0.47414","0.47892","0.47892","0.47892","0.45088","0.45088","0.45088","0.46634","0.46634","0.46634","0.47173","0.47173","0.47173","0.49789","0.49789","0.49789","0.48288","0.48288","0.48288"
"173","0.46634","0.46634","0.46634","0.46861","0.46861","0.46861","0.36095","0.36095","0.36095","0.4626","0.4626","0.4626","0.46408","0.46408","0.46408","0.33846","0.33846","0.33846","0.46669","0.46669","0.46669","0.46806","0.46806","0.46806","0.45099","0.45099","0.45099","0.46438","0.46438","0.46438","0.48284","0.48284","0.48284","0.48518","0.48518","0.48518","0.48425","0.48425","0.48425"
"174","0.47403","0.47403","0.47403","0.48192","0.48192","0.48192","0.33234","0.33234","0.33234","0.46965","0.46965","0.46965","0.47019","0.47019","0.47019","0.32904","0.32904","0.32904","0.46287","0.46287","0.46287","0.4749","0.4749","0.4749","0.46214","0.46214","0.46214","0.47058","0.47058","0.47058","0.46415","0.46415","0.46415","0.4867","0.4867","0.4867","0.48176","0.48176","0.48176"
"175","0.4829","0.4829","0.4829","0.46355","0.46355","0.46355","0.35159","0.35159","0.35159","0.4763","0.4763","0.4763","0.43342","0.43342","0.43342","0.3561","0.3561","0.3561","0.47056","0.47056","0.47056","0.44981","0.44981","0.44981","0.45558","0.45558","0.45558","0.48265","0.48265","0.48265","0.48943","0.48943","0.48943","0.4877","0.4877","0.4877","0.47413","0.47413","0.47413"
"176","0.48545","0.48545","0.48545","0.48508","0.48508","0.48508","0.33107","0.33107","0.33107","0.47348","0.47348","0.47348","0.45023","0.45023","0.45023","0.31837","0.31837","0.31837","0.46908","0.46908","0.46908","0.48114","0.48114","0.48114","0.45124","0.45124","0.45124","0.47826","0.47826","0.47826","0.48956","0.48956","0.48956","0.48672","0.48672","0.48672","0.48711","0.48711","0.48711"
"177","0.47744","0.47744","0.47744","0.47041","0.47041","0.47041","0.35827","0.35827","0.35827","0.46461","0.46461","0.46461","0.4722","0.4722","0.4722","0.29676","0.29676","0.29676","0.47402","0.47402","0.47402","0.47023","0.47023","0.47023","0.4593","0.4593","0.4593","0.48365","0.48365","0.48365","0.48661","0.48661","0.48661","0.47424","0.47424","0.47424","0.48879","0.48879","0.48879"
"178","0.46854","0.46854","0.46854","0.47335","0.47335","0.47335","0.34916","0.34916","0.34916","0.47063","0.47063","0.47063","0.4628","0.4628","0.4628","0.29839","0.29839","0.29839","0.47693","0.47693","0.47693","0.48648","0.48648","0.48648","0.45246","0.45246","0.45246","0.47152","0.47152","0.47152","0.48729","0.48729","0.48729","0.48254","0.48254","0.48254","0.48488","0.48488","0.48488"
"179","0.48359","0.48359","0.48359","0.4739","0.4739","0.4739","0.31523","0.31523","0.31523","0.47068","0.47068","0.47068","0.47404","0.47404","0.47404","0.3346","0.3346","0.3346","0.47055","0.47055","0.47055","0.48607","0.48607","0.48607","0.4567","0.4567","0.4567","0.46599","0.46599","0.46599","0.48029","0.48029","0.48029","0.48494","0.48494","0.48494","0.48281","0.48281","0.48281"
"180","0.46953","0.46953","0.46953","0.46978","0.46978","0.46978","0.35329","0.35329","0.35329","0.47252","0.47252","0.47252","0.4755","0.4755","0.4755","0.33904","0.33904","0.33904","0.46898","0.46898","0.46898","0.4638","0.4638","0.4638","0.46305","0.46305","0.46305","0.47684","0.47684","0.47684","0.48124","0.48124","0.48124","0.48435","0.48435","0.48435","0.47971","0.47971","0.47971"
"181","0.47909","0.47909","0.47909","0.4806","0.4806","0.4806","0.32549","0.32549","0.32549","0.47314","0.47314","0.47314","0.47338","0.47338","0.47338","0.30266","0.30266","0.30266","0.47236","0.47236","0.47236","0.46865","0.46865","0.46865","0.46948","0.46948","0.46948","0.46298","0.46298","0.46298","0.48271","0.48271","0.48271","0.4841","0.4841","0.4841","0.48375","0.48375","0.48375"
"182","0.46905","0.46905","0.46905","0.46058","0.46058","0.46058","0.37069","0.37069","0.37069","0.46155","0.46155","0.46155","0.47514","0.47514","0.47514","0.32381","0.32381","0.32381","0.47803","0.47803","0.47803","0.49545","0.49545","0.49545","0.45979","0.45979","0.45979","0.48472","0.48472","0.48472","0.48191","0.48191","0.48191","0.48084","0.48084","0.48084","0.4829","0.4829","0.4829"
"183","0.47172","0.47172","0.47172","0.47636","0.47636","0.47636","0.35807","0.35807","0.35807","0.45977","0.45977","0.45977","0.45465","0.45465","0.45465","0.32346","0.32346","0.32346","0.47082","0.47082","0.47082","0.48104","0.48104","0.48104","0.46794","0.46794","0.46794","0.47775","0.47775","0.47775","0.48873","0.48873","0.48873","0.48642","0.48642","0.48642","0.48927","0.48927","0.48927"
"184","0.47912","0.47912","0.47912","0.45428","0.45428","0.45428","0.35926","0.35926","0.35926","0.46559","0.46559","0.46559","0.46795","0.46795","0.46795","0.3411","0.3411","0.3411","0.47287","0.47287","0.47287","0.46861","0.46861","0.46861","0.47043","0.47043","0.47043","0.48596","0.48596","0.48596","0.47841","0.47841","0.47841","0.4713","0.4713","0.4713","0.48263","0.48263","0.48263"
"185","0.44976","0.44976","0.44976","0.46845","0.46845","0.46845","0.36102","0.36102","0.36102","0.46692","0.46692","0.46692","0.46824","0.46824","0.46824","0.31202","0.31202","0.31202","0.46082","0.46082","0.46082","0.48464","0.48464","0.48464","0.46144","0.46144","0.46144","0.47299","0.47299","0.47299","0.48328","0.48328","0.48328","0.46731","0.46731","0.46731","0.48973","0.48973","0.48973"
"186","0.46708","0.46708","0.46708","0.47865","0.47865","0.47865","0.35816","0.35816","0.35816","0.45533","0.45533","0.45533","0.4724","0.4724","0.4724","0.36678","0.36678","0.36678","0.47399","0.47399","0.47399","0.46996","0.46996","0.46996","0.47","0.47","0.47","0.48153","0.48153","0.48153","0.48059","0.48059","0.48059","0.47766","0.47766","0.47766","0.47469","0.47469","0.47469"
"187","0.47775","0.47775","0.47775","0.45565","0.45565","0.45565","0.36303","0.36303","0.36303","0.46408","0.46408","0.46408","0.46039","0.46039","0.46039","0.33375","0.33375","0.33375","0.45812","0.45812","0.45812","0.47594","0.47594","0.47594","0.47051","0.47051","0.47051","0.47872","0.47872","0.47872","0.47997","0.47997","0.47997","0.48897","0.48897","0.48897","0.48066","0.48066","0.48066"
"188","0.47005","0.47005","0.47005","0.46992","0.46992","0.46992","0.39042","0.39042","0.39042","0.47089","0.47089","0.47089","0.46737","0.46737","0.46737","0.29183","0.29183","0.29183","0.46257","0.46257","0.46257","0.48774","0.48774","0.48774","0.46325","0.46325","0.46325","0.47792","0.47792","0.47792","0.47397","0.47397","0.47397","0.483","0.483","0.483","0.4756","0.4756","0.4756"
"189","0.47296","0.47296","0.47296","0.47573","0.47573","0.47573","0.37839","0.37839","0.37839","0.46611","0.46611","0.46611","0.46745","0.46745","0.46745","0.34391","0.34391","0.34391","0.46769","0.46769","0.46769","0.46919","0.46919","0.46919","0.46362","0.46362","0.46362","0.4782","0.4782","0.4782","0.47285","0.47285","0.47285","0.48029","0.48029","0.48029","0.48417","0.48417","0.48417"
"190","0.46794","0.46794","0.46794","0.48815","0.48815","0.48815","0.35533","0.35533","0.35533","0.47627","0.47627","0.47627","0.47196","0.47196","0.47196","0.3434","0.3434","0.3434","0.46358","0.46358","0.46358","0.47205","0.47205","0.47205","0.44946","0.44946","0.44946","0.46625","0.46625","0.46625","0.47521","0.47521","0.47521","0.47223","0.47223","0.47223","0.47872","0.47872","0.47872"
"191","0.477","0.477","0.477","0.44788","0.44788","0.44788","0.37884","0.37884","0.37884","0.48365","0.48365","0.48365","0.46001","0.46001","0.46001","0.34189","0.34189","0.34189","0.45662","0.45662","0.45662","0.45933","0.45933","0.45933","0.44895","0.44895","0.44895","0.47597","0.47597","0.47597","0.48715","0.48715","0.48715","0.47634","0.47634","0.47634","0.4845","0.4845","0.4845"
"192","0.4703","0.4703","0.4703","0.46886","0.46886","0.46886","0.35617","0.35617","0.35617","0.47622","0.47622","0.47622","0.46246","0.46246","0.46246","0.36595","0.36595","0.36595","0.46116","0.46116","0.46116","0.47584","0.47584","0.47584","0.44812","0.44812","0.44812","0.47893","0.47893","0.47893","0.48099","0.48099","0.48099","0.47774","0.47774","0.47774","0.48689","0.48689","0.48689"
"193","0.47107","0.47107","0.47107","0.47927","0.47927","0.47927","0.34177","0.34177","0.34177","0.46899","0.46899","0.46899","0.47515","0.47515","0.47515","0.36222","0.36222","0.36222","0.47254","0.47254","0.47254","0.46581","0.46581","0.46581","0.46911","0.46911","0.46911","0.47456","0.47456","0.47456","0.47905","0.47905","0.47905","0.48526","0.48526","0.48526","0.47546","0.47546","0.47546"
"194","0.47119","0.47119","0.47119","0.47565","0.47565","0.47565","0.33159","0.33159","0.33159","0.46581","0.46581","0.46581","0.46271","0.46271","0.46271","0.34355","0.34355","0.34355","0.46967","0.46967","0.46967","0.46747","0.46747","0.46747","0.45976","0.45976","0.45976","0.48346","0.48346","0.48346","0.47839","0.47839","0.47839","0.47889","0.47889","0.47889","0.4807","0.4807","0.4807"
"195","0.47473","0.47473","0.47473","0.47174","0.47174","0.47174","0.39234","0.39234","0.39234","0.46792","0.46792","0.46792","0.47161","0.47161","0.47161","0.36284","0.36284","0.36284","0.4678","0.4678","0.4678","0.44963","0.44963","0.44963","0.47409","0.47409","0.47409","0.47157","0.47157","0.47157","0.48562","0.48562","0.48562","0.49105","0.49105","0.49105","0.47999","0.47999","0.47999"
"196","0.46875","0.46875","0.46875","0.46838","0.46838","0.46838","0.38105","0.38105","0.38105","0.46707","0.46707","0.46707","0.46314","0.46314","0.46314","0.38384","0.38384","0.38384","0.45301","0.45301","0.45301","0.46651","0.46651","0.46651","0.45476","0.45476","0.45476","0.48008","0.48008","0.48008","0.48535","0.48535","0.48535","0.48597","0.48597","0.48597","0.4835","0.4835","0.4835"
"197","0.47219","0.47219","0.47219","0.47","0.47","0.47","0.38413","0.38413","0.38413","0.4726","0.4726","0.4726","0.45527","0.45527","0.45527","0.31711","0.31711","0.31711","0.45531","0.45531","0.45531","0.47962","0.47962","0.47962","0.45673","0.45673","0.45673","0.47521","0.47521","0.47521","0.48118","0.48118","0.48118","0.49134","0.49134","0.49134","0.48957","0.48957","0.48957"
"198","0.46955","0.46955","0.46955","0.4816","0.4816","0.4816","0.36281","0.36281","0.36281","0.45646","0.45646","0.45646","0.45722","0.45722","0.45722","0.38323","0.38323","0.38323","0.46247","0.46247","0.46247","0.47761","0.47761","0.47761","0.4538","0.4538","0.4538","0.47028","0.47028","0.47028","0.47319","0.47319","0.47319","0.48879","0.48879","0.48879","0.48599","0.48599","0.48599"
"199","0.47422","0.47422","0.47422","0.48749","0.48749","0.48749","0.34966","0.34966","0.34966","0.46508","0.46508","0.46508","0.46779","0.46779","0.46779","0.3203","0.3203","0.3203","0.47084","0.47084","0.47084","0.47629","0.47629","0.47629","0.46006","0.46006","0.46006","0.47383","0.47383","0.47383","0.48765","0.48765","0.48765","0.4877","0.4877","0.4877","0.48463","0.48463","0.48463"
"200","0.45537","0.45537","0.45537","0.48702","0.48702","0.48702","0.33178","0.33178","0.33178","0.47037","0.47037","0.47037","0.47541","0.47541","0.47541","0.34996","0.34996","0.34996","0.4788","0.4788","0.4788","0.472","0.472","0.472","0.47134","0.47134","0.47134","0.48791","0.48791","0.48791","0.4853","0.4853","0.4853","0.49529","0.49529","0.49529","0.48361","0.48361","0.48361"
"201","0.47114","0.47114","0.47114","0.48451","0.48451","0.48451","0.35653","0.35653","0.35653","0.47145","0.47145","0.47145","0.46624","0.46624","0.46624","0.37259","0.37259","0.37259","0.46531","0.46531","0.46531","0.44756","0.44756","0.44756","0.47633","0.47633","0.47633","0.46598","0.46598","0.46598","0.4801","0.4801","0.4801","0.48565","0.48565","0.48565","0.48257","0.48257","0.48257"
"202","0.4595","0.4595","0.4595","0.47755","0.47755","0.47755","0.35403","0.35403","0.35403","0.47373","0.47373","0.47373","0.45995","0.45995","0.45995","0.33609","0.33609","0.33609","0.47125","0.47125","0.47125","0.48465","0.48465","0.48465","0.47071","0.47071","0.47071","0.47011","0.47011","0.47011","0.48227","0.48227","0.48227","0.50215","0.50215","0.50215","0.47586","0.47586","0.47586"
"203","0.46636","0.46636","0.46636","0.4775","0.4775","0.4775","0.35044","0.35044","0.35044","0.4768","0.4768","0.4768","0.45333","0.45333","0.45333","0.37324","0.37324","0.37324","0.46803","0.46803","0.46803","0.47317","0.47317","0.47317","0.46336","0.46336","0.46336","0.48019","0.48019","0.48019","0.49324","0.49324","0.49324","0.486","0.486","0.486","0.48638","0.48638","0.48638"
"204","0.46706","0.46706","0.46706","0.48348","0.48348","0.48348","0.38895","0.38895","0.38895","0.47382","0.47382","0.47382","0.46118","0.46118","0.46118","0.38296","0.38296","0.38296","0.47091","0.47091","0.47091","0.47211","0.47211","0.47211","0.46371","0.46371","0.46371","0.48804","0.48804","0.48804","0.48367","0.48367","0.48367","0.4882","0.4882","0.4882","0.48925","0.48925","0.48925"
"205","0.45744","0.45744","0.45744","0.47861","0.47861","0.47861","0.35467","0.35467","0.35467","0.45742","0.45742","0.45742","0.45903","0.45903","0.45903","0.37925","0.37925","0.37925","0.46849","0.46849","0.46849","0.47886","0.47886","0.47886","0.44812","0.44812","0.44812","0.48714","0.48714","0.48714","0.48239","0.48239","0.48239","0.48274","0.48274","0.48274","0.48468","0.48468","0.48468"
"206","0.47236","0.47236","0.47236","0.49354","0.49354","0.49354","0.35861","0.35861","0.35861","0.47808","0.47808","0.47808","0.46689","0.46689","0.46689","0.36417","0.36417","0.36417","0.45911","0.45911","0.45911","0.48367","0.48367","0.48367","0.46163","0.46163","0.46163","0.48501","0.48501","0.48501","0.4849","0.4849","0.4849","0.48445","0.48445","0.48445","0.47865","0.47865","0.47865"
"207","0.476","0.476","0.476","0.4835","0.4835","0.4835","0.36798","0.36798","0.36798","0.46963","0.46963","0.46963","0.45853","0.45853","0.45853","0.33975","0.33975","0.33975","0.47345","0.47345","0.47345","0.46834","0.46834","0.46834","0.48318","0.48318","0.48318","0.4651","0.4651","0.4651","0.47981","0.47981","0.47981","0.4845","0.4845","0.4845","0.48268","0.48268","0.48268"
"208","0.48147","0.48147","0.48147","0.49312","0.49312","0.49312","0.3884","0.3884","0.3884","0.47471","0.47471","0.47471","0.46429","0.46429","0.46429","0.38437","0.38437","0.38437","0.46254","0.46254","0.46254","0.48833","0.48833","0.48833","0.47582","0.47582","0.47582","0.4713","0.4713","0.4713","0.4858","0.4858","0.4858","0.48288","0.48288","0.48288","0.48528","0.48528","0.48528"
"209","0.47487","0.47487","0.47487","0.4745","0.4745","0.4745","0.38631","0.38631","0.38631","0.46491","0.46491","0.46491","0.46685","0.46685","0.46685","0.3609","0.3609","0.3609","0.45794","0.45794","0.45794","0.4778","0.4778","0.4778","0.47192","0.47192","0.47192","0.47083","0.47083","0.47083","0.48101","0.48101","0.48101","0.48198","0.48198","0.48198","0.48211","0.48211","0.48211"
"210","0.47303","0.47303","0.47303","0.48617","0.48617","0.48617","0.35159","0.35159","0.35159","0.46251","0.46251","0.46251","0.46467","0.46467","0.46467","0.38404","0.38404","0.38404","0.47267","0.47267","0.47267","0.47531","0.47531","0.47531","0.46143","0.46143","0.46143","0.48968","0.48968","0.48968","0.47904","0.47904","0.47904","0.48184","0.48184","0.48184","0.48468","0.48468","0.48468"
"211","0.47647","0.47647","0.47647","0.48608","0.48608","0.48608","0.35756","0.35756","0.35756","0.46423","0.46423","0.46423","0.46353","0.46353","0.46353","0.34543","0.34543","0.34543","0.4706","0.4706","0.4706","0.47352","0.47352","0.47352","0.4599","0.4599","0.4599","0.4798","0.4798","0.4798","0.48266","0.48266","0.48266","0.4839","0.4839","0.4839","0.48543","0.48543","0.48543"
"212","0.46855","0.46855","0.46855","0.48732","0.48732","0.48732","0.34578","0.34578","0.34578","0.46585","0.46585","0.46585","0.46875","0.46875","0.46875","0.37216","0.37216","0.37216","0.47084","0.47084","0.47084","0.47164","0.47164","0.47164","0.469","0.469","0.469","0.48023","0.48023","0.48023","0.4857","0.4857","0.4857","0.48628","0.48628","0.48628","0.48309","0.48309","0.48309"
"213","0.47038","0.47038","0.47038","0.48594","0.48594","0.48594","0.36198","0.36198","0.36198","0.47121","0.47121","0.47121","0.46277","0.46277","0.46277","0.32929","0.32929","0.32929","0.47806","0.47806","0.47806","0.47163","0.47163","0.47163","0.46961","0.46961","0.46961","0.48247","0.48247","0.48247","0.48148","0.48148","0.48148","0.50203","0.50203","0.50203","0.48208","0.48208","0.48208"
"214","0.45656","0.45656","0.45656","0.47281","0.47281","0.47281","0.34389","0.34389","0.34389","0.47996","0.47996","0.47996","0.45454","0.45454","0.45454","0.36167","0.36167","0.36167","0.47185","0.47185","0.47185","0.47312","0.47312","0.47312","0.46691","0.46691","0.46691","0.47508","0.47508","0.47508","0.48369","0.48369","0.48369","0.48451","0.48451","0.48451","0.48253","0.48253","0.48253"
"215","0.46223","0.46223","0.46223","0.4862","0.4862","0.4862","0.35744","0.35744","0.35744","0.4849357473259674","0.4849357473259674","0.4849357473259674","0.45544","0.45544","0.45544","0.35979","0.35979","0.35979","0.47124","0.47124","0.47124","0.47703","0.47703","0.47703","0.47025","0.47025","0.47025","0.47741","0.47741","0.47741","0.47773","0.47773","0.47773","0.47907","0.47907","0.47907","0.47527","0.47527","0.47527"
"216","0.4689","0.4689","0.4689","0.46839","0.46839","0.46839","0.34874","0.34874","0.34874","","","","0.47154","0.47154","0.47154","0.3624","0.3624","0.3624","0.47164","0.47164","0.47164","0.47507","0.47507","0.47507","0.46637","0.46637","0.46637","0.46446","0.46446","0.46446","0.49021","0.49021","0.49021","0.4821","0.4821","0.4821","0.48404","0.48404","0.48404"
"217","0.46347","0.46347","0.46347","0.47634","0.47634","0.47634","0.35996","0.35996","0.35996","","","","0.46637","0.46637","0.46637","0.35817","0.35817","0.35817","0.47625","0.47625","0.47625","0.47417","0.47417","0.47417","0.45418","0.45418","0.45418","0.4871","0.4871","0.4871","0.48797","0.48797","0.48797","0.48388","0.48388","0.48388","0.47978","0.47978","0.47978"
"218","0.46633","0.46633","0.46633","0.4792","0.4792","0.4792","0.35644","0.35644","0.35644","","","","0.46028","0.46028","0.46028","0.35813","0.35813","0.35813","0.45816","0.45816","0.45816","0.46569","0.46569","0.46569","0.46741","0.46741","0.46741","0.47705","0.47705","0.47705","0.48123","0.48123","0.48123","0.47523","0.47523","0.47523","0.48784","0.48784","0.48784"
"219","0.46534","0.46534","0.46534","0.48075","0.48075","0.48075","0.38247","0.38247","0.38247","","","","0.46685","0.46685","0.46685","0.37953","0.37953","0.37953","0.45891","0.45891","0.45891","0.48212","0.48212","0.48212","0.48584","0.48584","0.48584","0.462","0.462","0.462","0.48814","0.48814","0.48814","0.47453","0.47453","0.47453","0.48396","0.48396","0.48396"
"220","0.46285","0.46285","0.46285","0.4646","0.4646","0.4646","0.36868","0.36868","0.36868","","","","0.46048","0.46048","0.46048","0.38251","0.38251","0.38251","0.46018","0.46018","0.46018","0.46306","0.46306","0.46306","0.46953","0.46953","0.46953","0.4474","0.4474","0.4474","0.48694","0.48694","0.48694","0.48472","0.48472","0.48472","0.481","0.481","0.481"
"221","0.47519","0.47519","0.47519","0.48211","0.48211","0.48211","0.37202","0.37202","0.37202","","","","0.46283","0.46283","0.46283","0.38305","0.38305","0.38305","0.46838","0.46838","0.46838","0.47498","0.47498","0.47498","0.47486","0.47486","0.47486","0.46321","0.46321","0.46321","0.4899","0.4899","0.4899","0.48943","0.48943","0.48943","0.4885","0.4885","0.4885"
"222","0.46561","0.46561","0.46561","0.48266","0.48266","0.48266","0.37716","0.37716","0.37716","","","","0.44393","0.44393","0.44393","0.37648","0.37648","0.37648","0.46701","0.46701","0.46701","0.47523","0.47523","0.47523","0.47536","0.47536","0.47536","0.47093","0.47093","0.47093","0.48448","0.48448","0.48448","0.48783","0.48783","0.48783","0.48194","0.48194","0.48194"
"223","0.46769","0.46769","0.46769","0.46923","0.46923","0.46923","0.35771","0.35771","0.35771","","","","0.46925","0.46925","0.46925","0.36523","0.36523","0.36523","0.47708","0.47708","0.47708","0.46892","0.46892","0.46892","0.49012","0.49012","0.49012","0.46354","0.46354","0.46354","0.49339","0.49339","0.49339","0.4904","0.4904","0.4904","0.48528","0.48528","0.48528"
"224","0.47378","0.47378","0.47378","0.47508","0.47508","0.47508","0.35589","0.35589","0.35589","","","","0.46463","0.46463","0.46463","0.37906","0.37906","0.37906","0.47225","0.47225","0.47225","0.47671","0.47671","0.47671","0.48385","0.48385","0.48385","0.4672","0.4672","0.4672","0.48806","0.48806","0.48806","0.4869","0.4869","0.4869","0.48967","0.48967","0.48967"
"225","0.4738","0.4738","0.4738","0.46017","0.46017","0.46017","0.36028","0.36028","0.36028","","","","0.46181","0.46181","0.46181","0.34886","0.34886","0.34886","0.47513","0.47513","0.47513","0.47239","0.47239","0.47239","0.47451","0.47451","0.47451","0.4783","0.4783","0.4783","0.47819","0.47819","0.47819","0.48343","0.48343","0.48343","0.48102","0.48102","0.48102"
"226","0.4755","0.4755","0.4755","0.46766","0.46766","0.46766","0.34676","0.34676","0.34676","","","","0.47355","0.47355","0.47355","0.37469","0.37469","0.37469","0.48063","0.48063","0.48063","0.46856","0.46856","0.46856","0.46907","0.46907","0.46907","0.47314","0.47314","0.47314","0.48702","0.48702","0.48702","0.48432","0.48432","0.48432","0.49126","0.49126","0.49126"
"227","0.47311","0.47311","0.47311","0.47385","0.47385","0.47385","0.36769","0.36769","0.36769","","","","0.46735","0.46735","0.46735","0.37586","0.37586","0.37586","0.47587","0.47587","0.47587","0.46476","0.46476","0.46476","0.4846","0.4846","0.4846","0.47055","0.47055","0.47055","0.49583","0.49583","0.49583","0.48626","0.48626","0.48626","0.49509","0.49509","0.49509"
"228","0.46816","0.46816","0.46816","0.47118","0.47118","0.47118","0.37499","0.37499","0.37499","","","","0.45998","0.45998","0.45998","0.38545","0.38545","0.38545","0.4574","0.4574","0.4574","0.46752","0.46752","0.46752","0.47773","0.47773","0.47773","0.46791","0.46791","0.46791","0.49383","0.49383","0.49383","0.49122","0.49122","0.49122","0.48233","0.48233","0.48233"
"229","0.45835","0.45835","0.45835","0.48119","0.48119","0.48119","0.33993","0.33993","0.33993","","","","0.45634","0.45634","0.45634","0.37579","0.37579","0.37579","0.47345","0.47345","0.47345","0.46898","0.46898","0.46898","0.47414","0.47414","0.47414","0.47372","0.47372","0.47372","0.50025","0.50025","0.50025","0.48739","0.48739","0.48739","0.48748","0.48748","0.48748"
"230","0.47139","0.47139","0.47139","0.46678","0.46678","0.46678","0.33638","0.33638","0.33638","","","","0.46436","0.46436","0.46436","0.34817","0.34817","0.34817","0.4733","0.4733","0.4733","0.47575","0.47575","0.47575","0.45121","0.45121","0.45121","0.47809","0.47809","0.47809","0.48996","0.48996","0.48996","0.49781","0.49781","0.49781","0.48471","0.48471","0.48471"
