"Step","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=10]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=150]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MLConv[R=1]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=30]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=36]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=16]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","YOLO11x-DOTAv1 - metrics/mAP50(B)","YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=24]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=23]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MIN","MTL[T=17]-YOLO11x-DOTAv1 - metrics/mAP50(B)__MAX"
"228","0.43951","0.43951","0.43951","0.49035","0.49035","0.49035","0.11557","0.11557","0.11557","0.45475","0.45475","0.45475","0.51144","0.51144","0.51144","0.50647","0.50647","0.50647","0.52951","0.52951","0.52951","","","","0.52928","0.52928","0.52928","0.53784","0.53784","0.53784"
"229","0.44439","0.44439","0.44439","0.50777","0.50777","0.50777","0.09828","0.09828","0.09828","0.45143","0.45143","0.45143","0.46356","0.46356","0.46356","0.51346","0.51346","0.51346","0.52692","0.52692","0.52692","","","","0.51598","0.51598","0.51598","0.54097","0.54097","0.54097"
"230","0.44012","0.44012","0.44012","0.52668","0.52668","0.52668","0.10867","0.10867","0.10867","0.43422","0.43422","0.43422","0.48942","0.48942","0.48942","0.51661","0.51661","0.51661","0.51587","0.51587","0.51587","","","","0.51442","0.51442","0.51442","0.54641","0.54641","0.54641"
"231","0.45795","0.45795","0.45795","0.50976","0.50976","0.50976","0.15821","0.15821","0.15821","0.44107","0.44107","0.44107","0.46145","0.46145","0.46145","0.51052","0.51052","0.51052","0.51692","0.51692","0.51692","","","","0.52305","0.52305","0.52305","0.54081","0.54081","0.54081"
"232","0.43453","0.43453","0.43453","0.51619","0.51619","0.51619","0.11644","0.11644","0.11644","0.49006","0.49006","0.49006","0.44208","0.44208","0.44208","0.51303","0.51303","0.51303","0.52447","0.52447","0.52447","","","","0.51393","0.51393","0.51393","0.54054","0.54054","0.54054"
"233","0.4376","0.4376","0.4376","0.51439","0.51439","0.51439","0.1052","0.1052","0.1052","0.47612","0.47612","0.47612","0.5149","0.5149","0.5149","0.51302","0.51302","0.51302","0.51288","0.51288","0.51288","","","","0.51605","0.51605","0.51605","0.54945","0.54945","0.54945"
"234","0.44387","0.44387","0.44387","0.49239","0.49239","0.49239","0.11571","0.11571","0.11571","0.48262","0.48262","0.48262","0.47621","0.47621","0.47621","0.50829","0.50829","0.50829","0.52022","0.52022","0.52022","","","","0.52428","0.52428","0.52428","0.54141","0.54141","0.54141"
"235","0.44259","0.44259","0.44259","0.50294","0.50294","0.50294","0.10757","0.10757","0.10757","0.48241","0.48241","0.48241","0.50322","0.50322","0.50322","0.50949","0.50949","0.50949","0.51994","0.51994","0.51994","","","","0.51696","0.51696","0.51696","0.54669","0.54669","0.54669"
"236","0.45041","0.45041","0.45041","0.51645","0.51645","0.51645","0.11682","0.11682","0.11682","0.46068","0.46068","0.46068","0.50945","0.50945","0.50945","0.51261","0.51261","0.51261","0.5287","0.5287","0.5287","","","","0.52764","0.52764","0.52764","0.54486","0.54486","0.54486"
"237","0.43933","0.43933","0.43933","0.52055","0.52055","0.52055","0.12822","0.12822","0.12822","0.49816","0.49816","0.49816","0.50871","0.50871","0.50871","0.52147","0.52147","0.52147","0.52176","0.52176","0.52176","","","","0.51932","0.51932","0.51932","0.55223","0.55223","0.55223"
"238","0.43574","0.43574","0.43574","0.5305520726781158","0.5305520726781158","0.5305520726781158","0.12186","0.12186","0.12186","0.46679","0.46679","0.46679","0.51161","0.51161","0.51161","0.5194","0.5194","0.5194","0.53123","0.53123","0.53123","","","","0.52226","0.52226","0.52226","0.54945","0.54945","0.54945"
"239","0.44848","0.44848","0.44848","","","","0.12105","0.12105","0.12105","0.4972","0.4972","0.4972","0.5113","0.5113","0.5113","0.5139","0.5139","0.5139","0.53143","0.53143","0.53143","","","","0.53037","0.53037","0.53037","0.54522","0.54522","0.54522"
"240","0.42857","0.42857","0.42857","","","","0.0884","0.0884","0.0884","0.49956","0.49956","0.49956","0.49526","0.49526","0.49526","0.5165","0.5165","0.5165","0.53214","0.53214","0.53214","","","","0.5237","0.5237","0.5237","0.54157","0.54157","0.54157"
"241","0.43997","0.43997","0.43997","","","","0.11255","0.11255","0.11255","0.48523","0.48523","0.48523","0.49689","0.49689","0.49689","0.52203","0.52203","0.52203","0.52995","0.52995","0.52995","","","","0.52827","0.52827","0.52827","0.54314","0.54314","0.54314"
"242","0.43432","0.43432","0.43432","","","","0.10612","0.10612","0.10612","0.49039","0.49039","0.49039","0.49212","0.49212","0.49212","0.51691","0.51691","0.51691","0.5284","0.5284","0.5284","","","","0.52557","0.52557","0.52557","0.54629","0.54629","0.54629"
"243","0.43827","0.43827","0.43827","","","","0.09917","0.09917","0.09917","0.50142","0.50142","0.50142","0.49133","0.49133","0.49133","0.52173","0.52173","0.52173","0.52553","0.52553","0.52553","","","","0.51659","0.51659","0.51659","0.54281","0.54281","0.54281"
"244","0.43227","0.43227","0.43227","","","","0.14398","0.14398","0.14398","0.49842","0.49842","0.49842","0.50382","0.50382","0.50382","0.52599","0.52599","0.52599","0.52319","0.52319","0.52319","","","","0.52938","0.52938","0.52938","0.54776","0.54776","0.54776"
"245","0.43923","0.43923","0.43923","","","","0.11726","0.11726","0.11726","0.49285","0.49285","0.49285","0.48786","0.48786","0.48786","0.51975","0.51975","0.51975","0.52571","0.52571","0.52571","","","","0.52884","0.52884","0.52884","0.54848","0.54848","0.54848"
"246","0.43971","0.43971","0.43971","","","","0.12268","0.12268","0.12268","0.49443","0.49443","0.49443","0.50274","0.50274","0.50274","0.51939","0.51939","0.51939","0.52134","0.52134","0.52134","","","","0.52873","0.52873","0.52873","0.55062","0.55062","0.55062"
"247","0.43088","0.43088","0.43088","","","","0.111","0.111","0.111","0.48835","0.48835","0.48835","0.49507","0.49507","0.49507","0.52123","0.52123","0.52123","0.52972","0.52972","0.52972","","","","0.53079","0.53079","0.53079","0.54849","0.54849","0.54849"
"248","0.4393","0.4393","0.4393","","","","0.10036","0.10036","0.10036","0.47901","0.47901","0.47901","0.43195","0.43195","0.43195","0.52046","0.52046","0.52046","0.53272","0.53272","0.53272","","","","0.5307","0.5307","0.5307","0.54666","0.54666","0.54666"
"249","0.43383","0.43383","0.43383","","","","0.08299","0.08299","0.08299","0.49058","0.49058","0.49058","0.5033","0.5033","0.5033","0.52572","0.52572","0.52572","0.53461","0.53461","0.53461","","","","0.52942","0.52942","0.52942","0.54775","0.54775","0.54775"
"250","0.43739","0.43739","0.43739","","","","0.09896","0.09896","0.09896","0.49992","0.49992","0.49992","0.4947","0.4947","0.4947","0.51671","0.51671","0.51671","0.53472","0.53472","0.53472","","","","0.52788","0.52788","0.52788","0.54547","0.54547","0.54547"
"251","0.44449","0.44449","0.44449","","","","0.11625","0.11625","0.11625","0.48449","0.48449","0.48449","0.50034","0.50034","0.50034","0.52078","0.52078","0.52078","0.52825","0.52825","0.52825","","","","0.5233","0.5233","0.5233","0.54667","0.54667","0.54667"
"252","0.44474","0.44474","0.44474","","","","0.08588","0.08588","0.08588","0.47742","0.47742","0.47742","0.49366","0.49366","0.49366","0.52282","0.52282","0.52282","0.5287","0.5287","0.5287","","","","0.5319","0.5319","0.5319","0.54606","0.54606","0.54606"
"253","0.44256","0.44256","0.44256","","","","0.1047","0.1047","0.1047","0.47793","0.47793","0.47793","0.51099","0.51099","0.51099","0.51492","0.51492","0.51492","0.52763","0.52763","0.52763","","","","0.53164","0.53164","0.53164","0.54893","0.54893","0.54893"
"254","0.45108","0.45108","0.45108","","","","0.10786","0.10786","0.10786","0.49829","0.49829","0.49829","0.51533","0.51533","0.51533","0.52202","0.52202","0.52202","0.53236","0.53236","0.53236","","","","0.53162","0.53162","0.53162","0.54723","0.54723","0.54723"
"255","0.43744","0.43744","0.43744","","","","0.1221","0.1221","0.1221","0.49221","0.49221","0.49221","0.5052","0.5052","0.5052","0.51549","0.51549","0.51549","0.53025","0.53025","0.53025","","","","0.53172","0.53172","0.53172","0.54309","0.54309","0.54309"
"256","0.44734","0.44734","0.44734","","","","0.10537","0.10537","0.10537","0.49109","0.49109","0.49109","0.50058","0.50058","0.50058","0.50853","0.50853","0.50853","0.53209","0.53209","0.53209","","","","0.53174","0.53174","0.53174","0.54835","0.54835","0.54835"
"257","0.44152","0.44152","0.44152","","","","0.09202","0.09202","0.09202","0.49662","0.49662","0.49662","0.49736","0.49736","0.49736","0.51601","0.51601","0.51601","0.52476","0.52476","0.52476","","","","0.53107","0.53107","0.53107","0.54862","0.54862","0.54862"
"258","0.45233","0.45233","0.45233","","","","0.11704","0.11704","0.11704","0.49621","0.49621","0.49621","0.50151","0.50151","0.50151","0.52058","0.52058","0.52058","0.52517","0.52517","0.52517","","","","0.52794","0.52794","0.52794","0.54684","0.54684","0.54684"
"259","0.45024","0.45024","0.45024","","","","0.09719","0.09719","0.09719","0.49266","0.49266","0.49266","0.50183","0.50183","0.50183","0.51918","0.51918","0.51918","0.53164","0.53164","0.53164","","","","0.52334","0.52334","0.52334","0.54533","0.54533","0.54533"
"260","0.45095","0.45095","0.45095","","","","0.10814","0.10814","0.10814","0.50265","0.50265","0.50265","0.50515","0.50515","0.50515","0.51547","0.51547","0.51547","0.53476","0.53476","0.53476","","","","0.52263","0.52263","0.52263","0.54123","0.54123","0.54123"
"261","0.44107","0.44107","0.44107","","","","0.08006","0.08006","0.08006","0.50021","0.50021","0.50021","0.50115","0.50115","0.50115","0.51664","0.51664","0.51664","0.52661","0.52661","0.52661","","","","0.52429","0.52429","0.52429","0.54131","0.54131","0.54131"
"262","0.4288","0.4288","0.4288","","","","0.08292","0.08292","0.08292","0.49689","0.49689","0.49689","0.50525","0.50525","0.50525","0.52071","0.52071","0.52071","0.52553","0.52553","0.52553","","","","0.52857","0.52857","0.52857","0.5422","0.5422","0.5422"
"263","0.43921","0.43921","0.43921","","","","0.11105","0.11105","0.11105","0.47918","0.47918","0.47918","0.50161","0.50161","0.50161","0.52047","0.52047","0.52047","0.53493","0.53493","0.53493","","","","0.52312","0.52312","0.52312","0.54495","0.54495","0.54495"
"264","0.44296","0.44296","0.44296","","","","0.11124","0.11124","0.11124","0.49249","0.49249","0.49249","0.51127","0.51127","0.51127","0.52146","0.52146","0.52146","0.5343","0.5343","0.5343","","","","0.52059","0.52059","0.52059","0.54539","0.54539","0.54539"
"265","0.4488","0.4488","0.4488","","","","0.0943","0.0943","0.0943","0.49414","0.49414","0.49414","0.508","0.508","0.508","0.52672","0.52672","0.52672","0.53406","0.53406","0.53406","","","","0.521","0.521","0.521","0.54497","0.54497","0.54497"
"266","0.44759","0.44759","0.44759","","","","0.11564","0.11564","0.11564","0.48801","0.48801","0.48801","0.5083","0.5083","0.5083","0.53357","0.53357","0.53357","0.52642","0.52642","0.52642","","","","0.52906","0.52906","0.52906","0.54917","0.54917","0.54917"
"267","0.45164","0.45164","0.45164","","","","0.09955","0.09955","0.09955","0.49603","0.49603","0.49603","0.49365","0.49365","0.49365","0.53067","0.53067","0.53067","0.5265","0.5265","0.5265","","","","0.52556","0.52556","0.52556","0.54303","0.54303","0.54303"
"268","0.43092","0.43092","0.43092","","","","0.071","0.071","0.071","0.49595","0.49595","0.49595","0.49322","0.49322","0.49322","0.53261","0.53261","0.53261","0.52251","0.52251","0.52251","","","","0.52344","0.52344","0.52344","0.54446","0.54446","0.54446"
"269","0.43199","0.43199","0.43199","","","","0.07195","0.07195","0.07195","0.49868","0.49868","0.49868","0.50107","0.50107","0.50107","0.52858","0.52858","0.52858","0.51982","0.51982","0.51982","","","","0.52555","0.52555","0.52555","0.54644","0.54644","0.54644"
"270","0.42181","0.42181","0.42181","","","","0.11403","0.11403","0.11403","0.49184","0.49184","0.49184","0.50157","0.50157","0.50157","0.52337","0.52337","0.52337","0.52979","0.52979","0.52979","","","","0.5266","0.5266","0.5266","0.54613","0.54613","0.54613"
"271","0.4342","0.4342","0.4342","","","","0.08267","0.08267","0.08267","0.50036","0.50036","0.50036","0.50275","0.50275","0.50275","0.52611","0.52611","0.52611","0.52122","0.52122","0.52122","","","","0.52939","0.52939","0.52939","0.54506","0.54506","0.54506"
"272","0.44274","0.44274","0.44274","","","","0.11608","0.11608","0.11608","0.49747","0.49747","0.49747","0.51187","0.51187","0.51187","0.52314","0.52314","0.52314","0.52643","0.52643","0.52643","","","","0.52994","0.52994","0.52994","0.54945","0.54945","0.54945"
"273","0.4361","0.4361","0.4361","","","","0.11382","0.11382","0.11382","0.49647","0.49647","0.49647","0.50409","0.50409","0.50409","0.52469","0.52469","0.52469","0.53467","0.53467","0.53467","","","","0.52092","0.52092","0.52092","0.54105","0.54105","0.54105"
"274","0.43242","0.43242","0.43242","","","","0.12439","0.12439","0.12439","0.48983","0.48983","0.48983","0.50338","0.50338","0.50338","0.52314","0.52314","0.52314","0.52773","0.52773","0.52773","","","","0.52117","0.52117","0.52117","0.54079","0.54079","0.54079"
"275","0.43738","0.43738","0.43738","","","","0.11602","0.11602","0.11602","0.4926","0.4926","0.4926","0.50845","0.50845","0.50845","0.52671","0.52671","0.52671","0.52406","0.52406","0.52406","","","","0.52163","0.52163","0.52163","0.54517","0.54517","0.54517"
"276","0.44143","0.44143","0.44143","","","","0.12192","0.12192","0.12192","0.49726","0.49726","0.49726","0.50676","0.50676","0.50676","0.52238","0.52238","0.52238","0.52607","0.52607","0.52607","","","","0.52035","0.52035","0.52035","0.54558","0.54558","0.54558"
"277","0.44271","0.44271","0.44271","","","","0.111","0.111","0.111","0.5005","0.5005","0.5005","0.49631","0.49631","0.49631","0.52313","0.52313","0.52313","0.52561","0.52561","0.52561","","","","0.53219","0.53219","0.53219","0.54518","0.54518","0.54518"
"278","0.43481","0.43481","0.43481","","","","0.11113","0.11113","0.11113","0.50209","0.50209","0.50209","0.50169","0.50169","0.50169","0.52449","0.52449","0.52449","0.52471","0.52471","0.52471","","","","0.53279","0.53279","0.53279","0.54288","0.54288","0.54288"
"279","0.43412","0.43412","0.43412","","","","0.10532","0.10532","0.10532","0.49339","0.49339","0.49339","0.50057","0.50057","0.50057","0.52359","0.52359","0.52359","0.52223","0.52223","0.52223","","","","0.53009","0.53009","0.53009","0.54534","0.54534","0.54534"
"280","0.43613","0.43613","0.43613","","","","0.11647","0.11647","0.11647","0.494","0.494","0.494","0.50344","0.50344","0.50344","0.51955","0.51955","0.51955","0.52481","0.52481","0.52481","","","","0.52889","0.52889","0.52889","0.53964","0.53964","0.53964"
"281","0.43259","0.43259","0.43259","","","","0.11632","0.11632","0.11632","0.49506","0.49506","0.49506","0.50759","0.50759","0.50759","0.52164","0.52164","0.52164","0.52983","0.52983","0.52983","","","","0.52279","0.52279","0.52279","0.54463","0.54463","0.54463"
"282","0.43055","0.43055","0.43055","","","","0.11203","0.11203","0.11203","0.49995","0.49995","0.49995","0.50578","0.50578","0.50578","0.52504","0.52504","0.52504","0.5282","0.5282","0.5282","","","","0.52421","0.52421","0.52421","0.54839","0.54839","0.54839"
"283","0.43261","0.43261","0.43261","","","","0.11668","0.11668","0.11668","0.49634","0.49634","0.49634","0.49442","0.49442","0.49442","0.52413","0.52413","0.52413","0.53061","0.53061","0.53061","","","","0.52034","0.52034","0.52034","0.54533","0.54533","0.54533"
"284","0.43776","0.43776","0.43776","","","","0.11621","0.11621","0.11621","0.49653","0.49653","0.49653","0.50634","0.50634","0.50634","0.52663","0.52663","0.52663","0.53189","0.53189","0.53189","","","","0.52968","0.52968","0.52968","0.54154","0.54154","0.54154"
"285","0.44165","0.44165","0.44165","","","","0.10069","0.10069","0.10069","0.49394","0.49394","0.49394","0.50156","0.50156","0.50156","0.52851","0.52851","0.52851","0.528","0.528","0.528","","","","0.52853","0.52853","0.52853","0.54082","0.54082","0.54082"
"286","0.43749","0.43749","0.43749","","","","0.11086","0.11086","0.11086","0.49552","0.49552","0.49552","0.50564","0.50564","0.50564","0.52979","0.52979","0.52979","0.52982","0.52982","0.52982","","","","0.52921","0.52921","0.52921","0.53916","0.53916","0.53916"
"287","0.43501","0.43501","0.43501","","","","0.11021","0.11021","0.11021","0.49774","0.49774","0.49774","0.50707","0.50707","0.50707","0.52425","0.52425","0.52425","0.52765","0.52765","0.52765","","","","0.52603","0.52603","0.52603","0.54261","0.54261","0.54261"
"288","0.42726","0.42726","0.42726","","","","0.10816","0.10816","0.10816","0.50097","0.50097","0.50097","0.50809","0.50809","0.50809","0.52696","0.52696","0.52696","0.52756","0.52756","0.52756","","","","0.52355","0.52355","0.52355","0.54433","0.54433","0.54433"
"289","0.42908","0.42908","0.42908","","","","0.11382","0.11382","0.11382","0.50129","0.50129","0.50129","0.50393","0.50393","0.50393","0.52561","0.52561","0.52561","0.5223","0.5223","0.5223","","","","0.52559","0.52559","0.52559","0.545","0.545","0.545"
"290","0.4362","0.4362","0.4362","","","","0.11333","0.11333","0.11333","0.50111","0.50111","0.50111","0.49844","0.49844","0.49844","0.5256","0.5256","0.5256","0.52641","0.52641","0.52641","","","","0.52672","0.52672","0.52672","0.54221","0.54221","0.54221"
"291","0.43937","0.43937","0.43937","","","","0.11091","0.11091","0.11091","0.50128","0.50128","0.50128","0.49766","0.49766","0.49766","0.52237","0.52237","0.52237","0.52234","0.52234","0.52234","","","","0.52718","0.52718","0.52718","0.54193","0.54193","0.54193"
"292","0.43619","0.43619","0.43619","","","","0.11137","0.11137","0.11137","0.50147","0.50147","0.50147","0.49213","0.49213","0.49213","0.52073","0.52073","0.52073","0.51529","0.51529","0.51529","","","","0.52062","0.52062","0.52062","0.53637","0.53637","0.53637"
"293","0.43218","0.43218","0.43218","","","","0.10288","0.10288","0.10288","0.50248","0.50248","0.50248","0.49819","0.49819","0.49819","0.52137","0.52137","0.52137","0.51643","0.51643","0.51643","","","","0.52802","0.52802","0.52802","0.53841","0.53841","0.53841"
"294","0.43477","0.43477","0.43477","","","","0.11369","0.11369","0.11369","0.50168","0.50168","0.50168","0.48353","0.48353","0.48353","0.52308","0.52308","0.52308","0.51659","0.51659","0.51659","","","","0.52627","0.52627","0.52627","0.54191","0.54191","0.54191"
"295","0.43505","0.43505","0.43505","","","","0.10267","0.10267","0.10267","0.5021","0.5021","0.5021","0.49129","0.49129","0.49129","0.52317","0.52317","0.52317","0.51807","0.51807","0.51807","","","","0.52611","0.52611","0.52611","0.53913","0.53913","0.53913"
"296","0.4356","0.4356","0.4356","","","","0.09746","0.09746","0.09746","0.50282","0.50282","0.50282","0.50782","0.50782","0.50782","0.52375","0.52375","0.52375","0.51982","0.51982","0.51982","","","","0.52692","0.52692","0.52692","0.53975","0.53975","0.53975"
"297","0.43255","0.43255","0.43255","","","","0.09998","0.09998","0.09998","0.50157","0.50157","0.50157","0.50239","0.50239","0.50239","0.5271","0.5271","0.5271","0.51708","0.51708","0.51708","","","","0.52574","0.52574","0.52574","0.5394","0.5394","0.5394"
"298","0.43558","0.43558","0.43558","","","","0.09739","0.09739","0.09739","0.50139","0.50139","0.50139","0.50191","0.50191","0.50191","0.52583","0.52583","0.52583","0.51541","0.51541","0.51541","","","","0.52709","0.52709","0.52709","0.54138","0.54138","0.54138"
"299","0.43589","0.43589","0.43589","","","","0.10297","0.10297","0.10297","0.50279","0.50279","0.50279","0.48851","0.48851","0.48851","0.52515","0.52515","0.52515","0.51991","0.51991","0.51991","","","","0.52707","0.52707","0.52707","0.54138","0.54138","0.54138"
"300","0.45087801019908913","0.45087801019908913","0.45087801019908913","","","","0.12191909818310318","0.12191909818310318","0.12191909818310318","0.503","0.503","0.503","0.508","0.508","0.508","0.5298061437991095","0.5298061437991095","0.5298061437991095","0.5350880577763092","0.5350880577763092","0.5350880577763092","","","","0.5292674410892767","0.5292674410892767","0.5292674410892767","0.548525595085504","0.548525595085504","0.548525595085504"
